model_name,dataset,mae,mse,rmse,r2
MSTL_calendar_cycle_lags_roll,train,0.4052034103674861,0.34073871198261624,0.5837282860908971,0.6064325968961373
MSTL_calendar_cycle_lags_roll,test,0.3586105720851096,0.24774510484072895,0.4977399972282004,0.5319831422084711
