model_name,dataset,mae,mse,rmse,r2
LSTM_baseline,train,0.4422864843123922,0.37511438374159983,0.6124658225089787,0.5671429249219287
LSTM_baseline,test,0.38894416168888885,0.27392193133032616,0.5233755165560634,0.48227742602352486
