model_name,dataset,mae,mse,rmse,r2
MSTL_best_features,train,0.3765283314230051,0.2956026128168171,0.5436934916079252,0.6585666712182479
MSTL_best_features,test,0.33475156527876176,0.2205945755035986,0.4696749679337814,0.5832733803583208
