model_name,dataset,mae,mse,rmse,r2
MSTL_calendar_cycle_lags,train,0.4091451771000971,0.34893522828573204,0.5907073965050141,0.5969840802465254
MSTL_calendar_cycle_lags,test,0.3610606174467477,0.24985467157347685,0.4998546504469843,0.5279709678337028
