model_name,dataset,mae,mse,rmse,r2
MSTL_calendar_cycle,train,0.4129672374635852,0.3467005336319234,0.588813,0.5999306200444213
MSTL_calendar_cycle,test,0.3670001496245831,0.2514250104432255,0.501423,0.5247974379541118
