model_name,dataset,mae,mse,rmse,r2
LSTM_MSTL_imputed,train,0.4265403610782975,0.36435298788861814,0.6036165901369992,0.5795608607158484
LSTM_MSTL_imputed,test,0.376324254821773,0.26585190675084225,0.5156082880936286,0.49753007073529665
