model_name,dataset,mae,mse,rmse,r2
MSTL_calendar,train,0.421455422427484,0.35435764768971084,0.5952794702404164,0.591094819184073
MSTL_calendar,test,0.373404301190212,0.25798642822651363,0.5079236440908353,0.5123961158430959
